index,id,time,link,message,like,share,comment
852,1282973728458676_1607822232640489,1520864139,https://www.facebook.com/CH3Thailand/videos/1607822232640489/,ฉันจะไม่มีวัน ทำร้ายลูกตัวเอง!!! คุณท่านรักลูกมากจริงๆ แต่วันพุธรีบสำนึกได้แล้วนะ แอดทนไม่ไหวแล้ว #เงินปากผี ดูสดตอนนี้ทางทีวี #ช่อง33 ดูออนไลน์ที่ http://ch3thailand.com/live/33  หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ http://bit.ly/3LIVEapp  #Ch3Thailand,1153,31,130
853,1282973728458676_1607610995994946,1520858700,https://www.facebook.com/CH3Thailand/videos/1607610995994946/,สมัคร SMS ตอบคำถามแฟนพันธุ์แท้ช่อง 3 กด *193# แล้วโทรออก ลุ้นรับของรางวัลมากมาย,463,10,1
854,1282973728458676_1607578829331496,1520850600,https://www.facebook.com/CH3Thailand/videos/1607578829331496/,นางเอกแต่ละคนในลุคแบบนี้ ก็เซ็กซี่ไม่ธรรมดาเลยนะคะ โชว์นี้ดีมากเลยค่ะ 😍😍 #Ch3Thailand #Wewillloveyou รับชมบรรยากาศงานย้อนหลัง ได้ที่ลิ้งค์นี้ค่ะ https://www.youtube.com/watch?v=Su9-UNuPu5o,13387,509,157
855,1282973728458676_1607563745999671,1520847000,https://www.facebook.com/CH3Thailand/videos/1607563745999671/,ผู้สาวขาเลาะก็มา เต้นน่ารักกันทุกคนเลยค่ะ พระเอก นางเอก เขาจัดเต็มกันจริงๆ 😍😍 #Ch3Thailand #Wewillloveyou รับชมบรรยากาศย้อนหลัง ได้ที่ลิ้งค์นี้ค่ะ https://www.youtube.com/watch?v=Su9-UNuPu5o,45797,4051,254
856,1282973728458676_1607491212673591,1520843400,https://www.facebook.com/CH3Thailand/videos/1607491212673591/,รถคันนี้ก็งานดีไม่แพ้กัน หลาวเปิงสุดหล่อของแอดก็มา เจ๊ริชชี่ก็ดี เคนกับเจมส์ จิ ก็โดนใจ 😍😍แอดเลือกไม่ถูกจริงๆ ค่ะ ชอบคนไหนกันบ้าง เข้ามาคุยกันหน่อยค่ะ #Ch3Thailand #Wewillloveyou รับชมบรรยากาศย้อนหลัง ได้ที่ลิ้งค์นี้ค่ะ https://www.youtube.com/watch?v=Su9-UNuPu5o,3377,250,44
857,1282973728458676_1607479919341387,1520841600,https://www.facebook.com/CH3Thailand/videos/1607479919341387/,คุณพี่หมื่น มาแล้วจ้าาาาา มาพร้อมพระเอกหล่อๆ ทั้งนั้นเลย แอดอยากขึ้นไปอยู่บนรถคันนี้จริงๆ ค่ะ 😍😍 #Ch3Thailand #Wewillloveyou รับชมบรรยากาศงานย้อนหลัง ได้ที่ลิ้งค์นี้ค่ะ https://www.youtube.com/watch?v=Su9-UNuPu5o,13317,1110,131
858,1282973728458676_1607454279343951,1520839800,https://www.facebook.com/CH3Thailand/videos/1607454279343951/,คำพูดคำจานี่ร้ายสุดๆ ไม่รู้ไปโกรธกันมาตั้งแต่ตอนไหน แต่ไวน์นี่ตามจิกกัดนางไม่เลิกจริงๆ 😡😡 #เด็ดปีกนางฟ้า #Ch3Thailand รับชมละครย้อนหลัง เด็ดปีกนางฟ้า EP.2 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/10914,1046,31,2
859,1282973728458676_1606701972752515,1520778749,https://www.facebook.com/CH3Thailand/videos/1606701972752515/,แม่มีคนใหม่...มานำเสนอ!!! #เด็ดปีกนางฟ้า ดูสดตอนนี้ทางทีวี #ช่อง33 ดูออนไลน์ที่ http://ch3thailand.com/live/33  หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ http://bit.ly/3LIVEapp  #Ch3Thailand,944,27,9
860,1282973728458676_1606660646089981,1520777257,https://www.facebook.com/CH3Thailand/videos/1606660646089981/,หิวก็หิว เงินก็ไม่พอ จะกินอะไรดีอ่ะ!!! #เด็ดปีกนางฟ้า ดูสดตอนนี้ทางทีวี #ช่อง33 ดูออนไลน์ที่ http://ch3thailand.com/live/33  หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ http://bit.ly/3LIVEapp  #Ch3Thailand,1192,30,2
861,1282973728458676_1606448396111206,1520764200,https://www.facebook.com/CH3Thailand/videos/1606448396111206/,มาชมวินาทีที่ คุณพี่และแม่นาย เข้าสู่สนาม เสียงกรี๊ดเล่นเอาสนามแทบแตก แถมยังมีกอดน่ารักๆ ให้แฟนๆ ได้ฟินกันด้วย 😍😍 กับโชว์เซอร์ไพรส์ในงานมหกรรมฉลองครบรอบ 48 ปี ไทยทีวีสีช่อง 3 เมื่อวานนี้ #บุพเพสันนิวาส #Ch3Thailand,88635,14856,2150
862,1282973728458676_1603757849713594,1520741700,https://www.facebook.com/CH3Thailand/videos/1603757849713594/,"ดังไปทั่วพระนคร รายการ '3 แซบ' คว้าตัว 3 พระเอกดังจากละคร 'บุพเพสันนิวาส' โป๊บ-ธนวรรธน์ , หลุยส์ สก๊อตต์ และ ปั้นจั่น-ปรมะ มาล้วงลึกความฮอต โดยเฉพาะเรื่องลับของ พี่หมื่นโป๊บ ติดตามความสนุก วันนี้ 13.15 น. #ช่อง33 ดูออนไลน์ที่ http://ch3thailand.com/live/33  หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ http://bit.ly/3LIVEapp  #Ch3Thailand",6545,443,101
863,1282973728458676_1605574202865292,1520693599,https://www.facebook.com/CH3Thailand/videos/1605574202865292/,มาสิ ถ้าไม่กลัวโดนตบ แล้วจมูกจะเบี้ยว!!! แซ่บนะคะเรื่องนี้ #เด็ดปีกนางฟ้า ดูสดตอนนี้ทางทีวี #ช่อง33 ดูออนไลน์ที่ http://ch3thailand.com/live/33  หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ http://bit.ly/3LIVEapp  #Ch3Thailand,1767,,11
864,1282973728458676_1605544949534884,1520691892,https://www.facebook.com/CH3Thailand/videos/1605544949534884/,บ้านนางกำลังจะล้มละลาย!! นางก็จะช็อคหน่อยๆ #เด็ดปีกนางฟ้า ดูสดตอนนี้ทางทีวี #ช่อง33 ดูออนไลน์ที่ http://ch3thailand.com/live/33  หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ http://bit.ly/3LIVEapp  #Ch3Thailand,1238,27,6
865,1282973728458676_1604619289627450,1520658624,https://www.facebook.com/CH3Thailand/videos/1604619289627450/,"งานมหกรรมความบันเทิงฉลองครบรอบ 48 ปี ไทยทีวีสีช่อง 3 ""Channel 3 We Will Love You"" อาณาจักรแห่งความสุข พบกับการแข่งขันฟุตบอลประเพณีประจำปีของสถานีวิทยุโทรทัศน์ไทยทีวีสีช่อง 3 ระหว่างสีฟ้า และสีเหลือง พร้อมทั้งการเตะลูกโทษประเพณี รับชมครั้งแรกของการพาเหรดในรูปแบบ Battle Show จาก 2 อาณาจักร ได้เเก่ Love Kingdom (อาณาจักรแห่งความรัก) และ Fun Kingdom (อาณาจักแห่งความสนุก) เละคอนเสิร์ตช่วงพักเบรกการแข่งขันฟุตบอล ครั้งแรกกับเวทีเคลื่อนที่แบบ 360 องศา ในวันเสาร์ที่ 10 มีนาคม 2561 ณ สนามราชมังคลากีฬาสถาน  #Ch3Thailand #48ปีch3 #WeWillLoveYou #ฟุตบอลดาราช่อง3",37804,40592,22850
866,1282973728458676_1603986273024085,1520606312,https://www.facebook.com/CH3Thailand/videos/1603986273024085/,"""แกมันเลวจริงๆ"" กันต์นี่เลวตั้งแต่ต้นเรื่อง ยันตอนจบจริงๆ  #ชั่วโมงต้องมนต์ ชมสดตอนนี้ทาง #ช่อง33 ดูออนไลน์ที่ ch3thailand.com/live/33 หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ bit.ly/3LIVEapp #Ch3Thailand",858,21,12
867,1282973728458676_1603744313048281,1520594100,https://www.facebook.com/CH3Thailand/videos/1603744313048281/,"หนุ่มๆ ฝากมาบอกว่า คืนนี้ ""ชั่วโมงต้องมนต์"" จบแล้ว ฝากดูเจ๊ริชชี่กันด้วยนะ ห้ามพลาด! #ชั่วโมงต้องมนต์ ตอนจบ 20.00 น. ทาง #ช่อง33 ดูออนไลน์ที่ ch3thailand.com/live/33 หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ http://bit.ly/3LIVEapp #Ch3Thailand #เจมส์มาร์ #บอยปกรณ์ #เดี่ยวสุริยนต์ #เกรทวรินทร #เจมส์จิ",658,29,8
868,1282973728458676_1603615273061185,1520593200,https://www.facebook.com/CH3Thailand/videos/1603615273061185/,ไม่ว่าจะนอกจอ ในจอ เพื่อนๆ ก็ดูจะรักริชชี่ มากๆ เหมือนกัน 😄😄 นี่รักกันแล้วใช่มั้ยคะ #ชั่วโมงต้องมนต์ #Ch3Thailand คืนนี้ ติดตาม ชั่วโมงต้องมนต์ (ตอนจบ) เวลา 20.00 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันนะคะ,1342,53,21
869,1282973728458676_1603568126399233,1520587800,https://www.facebook.com/CH3Thailand/videos/1603568126399233/,ชอบท่าเดินออกมาจากห้องของแม่การะเกดมาก จะเอาฮาไปไหนคะแม่นาย 😆😆 คุณพี่นี่ก็ช่างอยากรู้ อยากเห็นจริงๆ #บุพเพสันนิวาส #Ch3Thailand รับชมละครย้อนหลัง บุพเพสันนิวาส EP.6 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/10889,62389,3426,761
870,1282973728458676_1603556513067061,1520580600,https://www.facebook.com/CH3Thailand/videos/1603556513067061/,จะได้ออกเรือนเร็วๆ นี้มั้ยเนี่ย แอดลุ้นมากเลยค่ะ คุณพี่เหมือนมาฟ้องท่านพ่อเลยฉากนี้ 😍😍 #บุพเพสันนิวาส #Ch3Thailand รับชมละครย้อนหลัง บุพเพสันนิวาส EP.6 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/10889,31371,1065,247
871,1282973728458676_1603519509737428,1520573820,https://www.facebook.com/CH3Thailand/videos/1603519509737428/,เรียกน้ำตาตั้งแต่เริ่มเรื่อง พี่ผิน พี่แย้ม รักแม่นายมากจริงๆ ค่ะ 😭😭 เมื่อคืนใครดู บุพเพสันนิวาส อยู่บ้างคะ เข้ามาคุยกันหน่อยค่ะ #บุพเพสันนิวาส #Ch3Thailand รับชมละครย้อนหลัง บุพเพสันนิวาส EP.6 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/10889,38723,1670,520
872,1282973728458676_1602557436500302,1520505000,https://www.facebook.com/CH3Thailand/videos/1602557436500302/,แม่นายจะได้ออกเรือนตามคำขอของคุณพี่หมื่นหรือเปล่า เตรียมตัวฟินจิกหมอนกันได้เลยค่ะ 😊😊 คืนนี้ ติดตาม บุพเพสันนิวาส เวลา 20.20 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันนะคะ #บุพเพสันนิวาส #Ch3Thailand,1338,45,18
873,1282973728458676_1602469869842392,1520503200,https://www.facebook.com/CH3Thailand/videos/1602469869842392/,กินกันมีความสุขเลยนะคะ คุณป้าอร่อยจัดเสียจริตไปเลยเจ้าค่ะ 😄😄 กุ้งเผาน้ำจิ้มซีฟู้ดสูตรแม่การะเกด เล่นเอาคนดูละครอยากกินกันตอนดึกดื่นทั้งประเทศเลยค่ะ #บุพเพสันนิวาส #Ch3Thailand รับชมละครย้อนหลัง บุพเพสันนิวาส EP.5 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/10873,147833,8409,1534
874,1282973728458676_1602443583178354,1520496000,https://www.facebook.com/CH3Thailand/videos/1602443583178354/,พี่หมื่นนี่ สกิลการจีบหญิงร้ายกาจใช่ย่อยนะคะ ฟินไปอีกเจ้าค่ะ 😍😍 ใครใจละลายกับฉากนี้เหมือนแอดบ้าง เข้ามาคุยกันค่ะ #บุพเพสันนิวาส #Ch3Thailand รับชมละครย้อนหลัง บุพเพสันนิวาส EP.5 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/10873,26037,1464,331
875,1282973728458676_1602116893211023,1520466686,https://www.facebook.com/CH3Thailand/videos/1602116893211023/,ในละครได้แค่ทำ นอกจอขอป้อนหนึ่งคำนะ เจ้าคะ #บุพเพสันนิวาส #บุพเพน้ำปลาหวาน แฟนคุณพี่หมื่น กับแม่หญิงการะเกดมีฟินแน่นอนหนา ภาพจาก #บุพเพสันนิวาสcharity,14454,,242
876,1282973728458676_1601630159926363,1520432122,https://www.facebook.com/CH3Thailand/videos/1601630159926363/,"""ใครบ้างล่ะ ไม่กลัวงู"" แต่ที่แม่หญิงจันทร์วาดเล่าว่า แม่การะเกดสมัยก่อนจับงูมาเหวี่ยงเล่น ฟังดูเป็นคนน่ากลัวจริงๆ  #บุพเพสันนิวาส ชมสดตอนนี้ทาง #ช่อง33 ดูออนไลน์ที่ ch3thailand.com/live/33 หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ bit.ly/3LIVEapp #Ch3Thailand",2142,153,27
877,1282973728458676_1601140866641959,1520418600,https://www.facebook.com/CH3Thailand/videos/1601140866641959/,คิดถึง รอยยิ้มของพี่หมื่นกันมั้ยคะ ออเจ้าทั้งหลาย 😍😍 ส่วนแอดนั้นคิดถึงมาก นับวันรอมาทั้งอาทิตย์เลย คืนนี้ ติดตาม บุพเพสันนิวาส เวลา 20.20 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันนะคะ #บุพเพสันนิวาส #Ch3Thailand,10182,1074,272
878,1282973728458676_1601131889976190,1520416800,https://www.facebook.com/CH3Thailand/videos/1601131889976190/,งงตั้งแต่มะม่วงน้ำปลาหวาน ต่อด้วยคำว่าแซ่บ แม่หญิงจันทร์วาดยิ่งงงขึ้นไปอีก คืนนี้ ติดตาม บุพเพสันนิวาส เวลา 20.20 น. ทาง #ช่อง33 ดูสดไปพร้อมกันนะคะ #เดี๋ยวอร่อยจนหายงง #ดูสดฟินสุด #ออเจ้าทั้งพระนคร #บุพเพสันนิวาส #Ch3Thailand,4648,255,114
879,1282973728458676_1601163549973024,1520413200,https://www.facebook.com/CH3Thailand/videos/1601163549973024/,ไปเอาความมั่นใจมาจากไหนเนี่ยวันพุธ ไม่ฟังคนในบ้านเลย คุณท่านน่าจะสั่งสอนให้สำนึกหน่อย 😡😡#เงินปากผี #Ch3Thailand รับชมละครย้อนหลัง เงินปากผี EP.12 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/10862,751,15,83
880,1282973728458676_1601125996643446,1520406000,https://www.facebook.com/CH3Thailand/videos/1601125996643446/,จัดการไปอีกหนึ่งราย ถึงเวลาไล่คิดบัญชีทีละคนแล้ว มาเชียร์คุณท่านกันค่ะ 😡😡 #เงินปากผี #Ch3Thailand รับชมละครย้อนหลัง เงินปากผี EP.12 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/10862,3935,76,26
881,1282973728458676_1600496200039759,1520346472,https://www.facebook.com/CH3Thailand/videos/1600496200039759/,"""ไม่ต้องเป็นห่วง ฉันไม่ฆ่าลูกของตัวเอง"" เป็นยังไงบ้างคะ เงินปากผี วันนี้เดินเรื่องถูกใจกันมั้ย #เงินปากผี ชมสดตอนนี้ทาง #ช่อง33 ดูออนไลน์ที่ ch3thailand.com/live/33 หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ bit.ly/3LIVEapp #Ch3Thailand",1016,28,60
882,1282973728458676_1600236150065764,1520343900,https://www.facebook.com/CH3Thailand/videos/1600236150065764/,“สน ยุกต์ - แพทริเซีย” พร้อมต้อนรับผู้โดยสารทุกท่านเข้าสู่เที่ยวบินสุดแซ่บ กับภารกิจพิชิตรักที่เดิมพันด้วยศักดิ์ศรี ใน”เด็ดปีกนางฟ้า” เริ่มเสาร์ที่ 10 มี.ค.นี้ เสนอเป็นตอนแรก 20.15 น. ทาง #ช่อง33 ดูออนไลน์ที่ http://ch3thailand.com/live/33  หรือดูผ่านApplication 3Live #Ch3Thailand,640,28,4
883,1282973728458676_1600231133399599,1520329505,https://www.facebook.com/CH3Thailand/videos/1600231133399599/,ธงชาติก็โดนวิญญาณจากทศเล่นงาน ดีนะว่าหลวงตาช่วยไว้ได้ 😡😡 ถึงเวลาต้องจัดการทศได้แล้วนะคะ #เงินปากผี #Ch3Thailand รับชมละครย้อนหลัง เงินปากผี EP.11 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/10849,1096,15,4
884,1282973728458676_1599891763433536,1520298001,https://www.facebook.com/CH3Thailand/videos/1599891763433536/,ตัวละครใหม่โผล่มาอีกแล้ว สาวคนนี้ดูมีความน่ากลัว และใครเผาเหรียญคุณท่าน!!! ติดตาม #เงินปากผี คืนนี้ เวลา 20.20 น. ทาง #ช่อง33 ดูออนไลน์ที่ ch3thailand.com/live/33 หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ bit.ly/3LIVEapp #Ch3Thailand,255,6,2
885,1282973728458676_1599164333506279,1520244000,https://www.facebook.com/CH3Thailand/videos/1599164333506279/,หมดเวลานิ่งเฉย คืนนี้คุณท่านจัดเต็ม เอาคืนให้ถึงที่สุด 😡😡มาเชียร์คุณท่านจัดการวิญญาณร้ายกันค่ะ คืนนี้ ติดตาม เงินปากผี เวลา 20.20 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันนะคะ #เงินปากผี #Ch3Thailand,373,15,15
886,1282973728458676_1599098253512887,1520236800,https://www.facebook.com/CH3Thailand/videos/1599098253512887/,กันต์ เงิบไปเลยค่ะ เจอแผนซ้อนแผนของคุณพ่อเข้าไป สะใจแอดยิ่งนัก😆😆 เมื่อคืนใครสะใจฉากนี้บ้าง เข้ามาคุยกันค่ะ #ชั่วโมงต้องมนต์ #Ch3Thailand รับชมละครย้อนหลัง ชั่วโมงต้องมนต์ EP.13 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/10839,9904,157,45
887,1282973728458676_1599038600185519,1520226000,https://www.facebook.com/CH3Thailand/videos/1599038600185519/,ซิน เหมือนจะอาการไม่ค่อยดีแล้วนะคะ มาร์คจะช่วยได้ไหมเนี่ย 😭😭 เมื่อคืนใครดู ชั่วโมงต้องมนต์ อยู่บ้าง เข้ามาคุยกันหน่อยค่ะ #ชั่วโมงต้องมนต์ #Ch3Thailand รับชมละครย้อนหลัง ชั่วโมงต้องมนต์ EP.13 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/10839,3920,48,13
888,1282973728458676_1598064293616283,1520159400,https://www.facebook.com/CH3Thailand/videos/1598064293616283/,"""เทิด"" สุดเศร้าฝืนใจจับแม่ตัวเองเข้าคุก! รับชมละครดังข้ามเวลา ""อาญารัก"" ตอนจบ! จันทร์ที่ 5 มี.ค. เวลา 8.30 น. ทาง #ช่อง33 ดูออนไลน์ที่ http://ch3thailand.com/live/33  หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ http://bit.ly/3LIVEapp  #Ch3Thailand",399,5,9
889,1282973728458676_1597848996971146,1520152200,https://www.facebook.com/CH3Thailand/videos/1597848996971146/,ซินเวลาเขินนี่น่ารักดีนะคะ เมธก็รุกจีบหนักมากไปอีก 😄😄 แต่ที่สุดต้องยกให้ความเป็นแม่สื่อของมาร์ค #ชั่วโมงต้องมนต์ #Ch3Thailand รับชมละครย้อนหลัง ชั่วโมงต้องมนต์ EP.12 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/10830,1559,33,19
890,1282973728458676_1597837183638994,1520140399,https://www.facebook.com/CH3Thailand/videos/1597837183638994/,มิติใหม่แห่งละครไทย นางเอกให้พระเอกขี่หลัง ซินจะแข็งแรงไปไหนคะ 😃😃 เมธรู้ความจริงเรื่องเฮียมาร์คสักที เมื่อคืนใครดู ชั่วโมงต้องมนต์ อยู่บ้างคะ เข้ามาคุยกันหน่อยค่ะ #ชั่วโมงต้องมนต์ #Ch3Thailand รับชมละครย้อนหลัง ชั่วโมงต้องมนต์ EP.12 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/10830,1778,36,16
891,1282973728458676_1597804670308912,1520122727,https://www.facebook.com/CH3Thailand/videos/1597804670308912/,ทำไมวิญญาณของซิน ถึงหลุดออกจากร่าง แล้วซินจะเป็นอะไรมั้ย !!! รับชม #ชั่วโมงต้องมนต์ คืนนี้ เวลา 20.15 น. ทาง #ช่อง33 ดูออนไลน์ที่ ch3thailand.com/live/33 หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ bit.ly/3LIVEapp #Ch3Thailand,1042,14,7
892,1282973728458676_1597289033693809,1520085145,https://www.facebook.com/CH3Thailand/videos/1597289033693809/,"""นี่ของเธอ...เห็ดสด"" จิกกัดเบาๆ ให้พอรู้ตัว เจนนี่นี่คนอื่น ช่วยเหลือมาตั้งเยอะ ลืมไปแล้วซะงั้น #ชั่วโมงต้องมนต์ ชมสดตอนนี้ทาง #ช่อง33 ดูออนไลน์ที่ ch3thailand.com/live/33 หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ bit.ly/3LIVEapp #Ch3Thailand",1555,26,10
893,1282973728458676_1597132163709496,1520083800,https://www.facebook.com/CH3Thailand/videos/1597132163709496/,"""เสือสิงห์กระทิงแซ่บ @night"" คืนนี้ ติดตามเรื่องราวความรักและชีวิตคู่ของ ""ป๋าต๊อบ-ปีใหม่"" พบกัน เวลา 23:30 น. ทาง #ช่อง33 ดูออนไลน์ที่ ch3thailand.com/live/33 หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ bit.ly/3LIVEapp #Ch3Thailand",111,2,0
894,1282973728458676_1597119313710781,1520078400,https://www.facebook.com/CH3Thailand/videos/1597119313710781/,"หรือว่า ""เมธ"" จะรู้ความจริงทุกอย่างแล้ว!! ติดตามได้ใน #ชั่วโมงต้องมนต์ คืนนี้ 20.15 น. ทาง #ช่อง33 ดูออนไลน์ที่ ch3thailand.com/live/33 หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ http://bit.ly/3LIVEapp #Ch3Thailand",721,24,10
895,1282973728458676_1596976940391685,1520060400,https://www.facebook.com/CH3Thailand/videos/1596976940391685/,#ตีสิบเดย์ เสาร์นี้ บันเทิงสุดขีดไปกับ 3 เพื่อนซี้ฝีปากจัดจ้าน อ๊อฟ - ป๊อบ -ว่าน ที่จะมาพูดคุยถึงคอนเสิร์ตสามแยกปากหวาน ครั้งที่ 5 เร็วๆนี้ และอัพเดทเรื่องราวชีวิต ทั้งความรัก การงาน ห้ามพลาด 15.00 น. ทาง #ช่อง33 ดูออนไลน์ที่ http://ch3thailand.com/live/33  หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ http://bit.ly/3LIVEapp  #Ch3Thailand,223,3,0
896,1282973728458676_1596750870414292,1520041335,https://www.facebook.com/CH3Thailand/videos/1596750870414292/,รู้สึกว่าจะเจอตัวคนที่ขับรถชนมาร์คแล้วนะคะ และคนสั่งการก็เป็นคนที่หลายๆ คนคิดนี่เอง!!! รับชม #ชั่วโมงต้องมนต์ คืนนี้ เวลา 20.15 น. ทาง #ช่อง33 ดูออนไลน์ที่ ch3thailand.com/live/33 หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ bit.ly/3LIVEapp #Ch3Thailand,1073,22,7
897,1282973728458676_1596239233798789,1520000353,https://www.facebook.com/CH3Thailand/videos/1596239233798789/,"กว่าจะรวบรวมสมาชิกกลับมาฟอร์มวงได้ทำไมยากเย็นอย่างนี้ เอาใจช่วย ""ยู"" กันได้ใน #น้องใหม่ร้ายบริสุทธิ์เดอะซีรีส์ I AM YOU สู้เพื่อฝัน เสาร์ที่ 3 มี.ค.นี้ เวลา 9.15 น. ทาง #ช่อง33 ดูออนไลน์ที่ http://ch3thailand.com/live/33  หรือดูผ่านApplication 3Live #Ch3Thailand #ก็อตอิทธิพัทธ์",218,,0
898,1282973728458676_1595896157166430,1519986600,https://www.facebook.com/CH3Thailand/videos/1595896157166430/,อร๊ายย คุณพี่หมื่นยิ้มละลายใจมากค่ะ ชอบแม่การะเกดเข้าแล้วละสิ 😍😍ชอบรอยยิ้มคุณพี่จังเลยค่ะ ใครชอบเหมือนแอดบ้าง เข้ามาเม้าท์กัน #บุพเพสันนิวาส #Ch3Thailand รับชมละครย้อนหลัง บุพเพสันนิวาส EP.4 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/10808,83058,8671,1682
899,1282973728458676_1595812577174788,1519972201,https://www.facebook.com/CH3Thailand/videos/1595812577174788/,จ้อย นี่อยู่กับไก่ตลอดเวลาจริงๆ นะคะ ตอนนอนจะเอาไก่นอนด้วยมั้ยเนี่ย 😄😄 เมื่อคืนบทนางเยอะขึ้นน่ารัก ใครชอบจ้อยบ้างคะรวมตัว #บุพเพสันนิวาส #Ch3Thailand รับชมละครย้อนหลัง บุพเพสันนิวาส EP.4 ได้ท่ี่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/10808,8636,215,67
900,1282973728458676_1595703697185676,1519960554,https://www.facebook.com/CH3Thailand/videos/1595703697185676/,บุพเพสันนิวาส วันละคำวันนี้คำว่า ม้ากระทืบโรง แปลว่า กิริยาไม่เรียบร้อย 😄😄 ดีนะแอดเป็นคนเรียบร้อย คำนี้เลยไม่ค่อยเหมาะค่ะ #ยิ้มอ่อน #บุพเพสันนิวาส #Ch3Thailand,1085,43,10
901,1282973728458676_1595216680567711,1519921154,https://www.facebook.com/CH3Thailand/videos/1595216680567711/,มะม่วงน้ำปลาหวานก็มา ทำCPR ก็มี แถมทีเด็ดอยู่ที่หมูกระทะ ใครรอฉากนี้อยู่บ้างคะ!!! รับชม #บุพเพสันนิวาส วันพุธหน้า เวลา 20.20 น. ทาง #ช่อง33 ดูออนไลน์ที่ ch3thailand.com/live/33 หรือดูผ่านApplication 3Live ดาวน์โหลดได้ที่ bit.ly/3LIVEapp #Ch3Thailand,21690,1891,547
902,1282973728458676_1594641100625269,1519905600,https://www.facebook.com/CH3Thailand/videos/1594641100625269/,"""ออเจ้า เรียกข้าว่าคุณพี่ แบบที่สมควรได้แล้ว"" อร๊ายย ฉากนี้แอบฟินเหมือนกันนะคะ 😍😍 คุณพี่หมื่นถึงจะดุไปหน่อย แต่ก็หล่ออยู่ดีค่ะ #บุพเพสันนิวาส #Ch3Thailand รับชมละครย้อนหลัง บุพเพสันนิวาส EP.3 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/10798",16263,328,80
903,1282973728458676_1594700303952682,1519903800,https://www.facebook.com/CH3Thailand/videos/1594700303952682/,ตอนต่อไปเข้มข้นอะไรเบอร์นี้ น่าติดตามหนักมาก ดูสดกันเถิดออเจ้าชาวสยาม เปิดทีวี #ช่อง33 เพลา 20.20 น. #สนุกจริงติดหนักมาก #ออเจ้าทั้งพระนคร #บุพเพสันนิวาส #ดูสดฟินสุด #ช่อง33 #Ch3Thailand,1029,28,7
904,1282973728458676_1594622267293819,1519902000,https://www.facebook.com/CH3Thailand/videos/1594622267293819/,คุณพี่หมื่น เจอท่าโยคะสมัยใหม่เข้าไป ถึงกับน้ำพุ่งเลยเหรอคะ 😃😃 อีกหนึ่งฉากฮาเมื่อคืน ดูกี่รอบก็ขำหนักมากค่ะ ใครชอบฉากนี้ เข้ามาเม้าท์กันค่ะ #บุพเพสันนิวาส #Ch3Thailand รับชมละครย้อนหลัง บุพเพสันนิวาส EP.3 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/10798,2823,196,57
